TraceId,Start Time,End Time,Question,Ideal Answer,Standard RAG Answer,Standard RAG Similarity Score,Standard RAG Bert Score,Hierarchical RAG Answer,Hierarchical RAG Similarity Score,Hierarchical RAG Bert Score,Graph-based RAG Answer,Graph-based RAG Similarity Score,Graph-based RAG Bert Score,Best Bert Score,Best RAG,RAG Score Reasoning,Reference,Has Answer,Ideal Answer Reasoning
a49e6d65-ae4d-487e-b888-a7ca7b8deff3,8/1/2025 13:46,8/1/2025 13:46,What is one communication channel that has lost effectiveness for public alerts due to technology changes?,Landline phone alert systems are less effective because households now rely more on mobile phones.,"Public alert and warning calls to landline phone numbers are less effective because cell phone ownership is now more prevalent than home landlines.
",0.921431445,0.759884894,"Public alert and warning calls to landline phone numbers are less effective because cell phone ownership is now more prevalent than home landlines.
",0.921431445,0.759884894,"As cell phone ownership is now more prevalent than home landlines, public alert and warning calls to landline phone numbers are less effective.",0.92124456,0.719194591,0.759884894,standard,"The BERTScore is good (0.72) because the chatbot's response captures the exact same core concept as the ideal answer: landline phone systems are less effective due to the rise of mobile phones. The wording is slightly different, but the semantic meaning is identical, leading to a high score that reflects this strong content overlap.",Improving Public Messaging¦ Section 2.3,True,Channel preference findings.
9447852c-ca07-428a-b708-ed0d9a713b10,8/1/2025 13:46,8/1/2025 13:46,What is a positive effect of strong community social networks during evacuation situations?,"In some hazards, a strong social network can support the decision to evacuate and increase the likelihood of receiving critical evacuation information.","For wildfire-prone areas, strong social networks tended to support the decision to evacuate.
",0.892890207,0.708457053,"For wildfire-prone areas, strong social networks tended to support the decision to evacuate. Being employed and having family/friends significantly increased the likelihood of receiving information about evacuation orders.
",0.894503095,0.740317523,Those who lived in communities with higher community cohesion tended to make similar evacuation decisions (whether or not to evacuate).,0.821491954,0.542156398,0.740317523,hierarchical,"The BERTScore is good (0.74) because the chatbot's response accurately captures both key points from the ideal answer: that strong social networks can ""support the decision to evacuate"" and ""increase the likelihood of receiving information."" The chatbot uses slightly different phrasing and adds a specific example (wildfire-prone areas), but the semantic content is a very strong match.",Improving Public Messaging¦ Section 3.13,True,Detailed in the social networks findings
0e0a104b-7ecd-43ba-aa09-7d48430b909e,8/1/2025 13:46,8/1/2025 13:46,How should you use drones for delivering evacuation messages?,I don't have enough information to answer that.,"This document does not contain information about using drones for delivering evacuation messages.
",0.530533341,0.459835589,"The provided text does not contain information about using drones for delivering evacuation messages.
",0.575932211,0.435025126,This document does not contain information about using drones for delivering evacuation messages.,0.530533341,0.459835589,0.459835589,standard,"The BERTScore is low (0.46) because the chatbot's response fails to directly address the user's question, instead stating that the information is not available in the provided document. While this might be a factually correct response, it doesn't align with the ideal answer's content, which explicitly states ""I don't have enough information to answer that."" The responses are semantically similar in their lack of information, but the phrasing is different enough to result in a low score.",,False,Drones are not discussed in the given literature.
a80bfc50-ae10-47d9-938b-1fc178940574,8/1/2025 13:47,8/1/2025 13:47,How to use of artificial intelligence for shelter resource allocation?,I don't have enough information to answer that.,"This document does not contain information about the use of artificial intelligence for shelter resource allocation.
",0.580674144,0.448805869,"This document does not contain information about the use of artificial intelligence for shelter resource allocation.
",0.580674144,0.448805869,This document does not contain information about the use of artificial intelligence for shelter resource allocation.,0.580674144,0.448805869,0.448805869,standard,"The BERTScore is low (0.45) because the chatbot's response fails to directly answer the user's query, instead stating that the document lacks the information. The ideal answer also indicates a lack of information. Although both responses convey a similar meaning of ""I can't answer,"" the phrasing and structure are different enough that the content and semantic overlap is low, resulting in a low BERTScore.",,False,AI is not discussed in the given literature.
32a09c91-c8e3-426e-a1ba-6cffee4a6973,8/1/2025 13:47,8/1/2025 13:47,Does the NDRF discuss disaster insurance as a recovery resource,The NDRF lists insurance companies as one possible resource provider for recovery alongside NGOs and government agencies.,"Yes, the NDRF encourages identifying recovery resources, and the document mentions the role of insurance in recovering costs, including participation in the National Flood Insurance Program and homeowner policies.
",0.877244266,0.62311846,"This document does not mention disaster insurance as a recovery resource.
",0.792213142,0.624620378,"The NDRF encourages and helps communities to accelerate the recovery process, beginning with pre-disaster preparedness, including coordinating with community partners, mitigating risks, incorporating continuity planning, identifying recovery resources and developing capacity to manage the recovery process effectively through collaborative and inclusive recovery planning.
",0.825055886,0.55219233,0.624620378,hierarchical,"The BERTScore is average (0.62) because the chatbot's response directly contradicts the ideal answer by stating that disaster insurance is not mentioned. This complete lack of content overlap and the factual inaccuracy of the chatbot's response result in a low semantic similarity, even though it is a syntactically plausible answer.",Introduction; Recovery resources,True,Mentioned among recovery resource sources.
8fe84dfb-1555-48d4-8777-4d562359a0df,8/1/2025 13:47,8/1/2025 13:48,How is psychological and emotional recovery addressed?,"The NDRF includes addressing psychological and emotional needs as a guiding principle, encompassing provision of support, counseling, and treatment as needed.","The provided context does not contain information about psychological and emotional recovery.
",0.739130147,0.584796369,Successful resilience efforts take into account these results of shocks and stressors in addition to the obvious physical and economic impacts.,0.636053452,0.496420115,"I am sorry, but this document does not contain information about psychological and emotional recovery.",0.694105477,0.511527359,0.584796369,standard,"The BERTScore is low (0.58) because the chatbot's response only vaguely touches on the topic of psychological needs (""results of shocks and stressors""). It lacks the specific details from the ideal answer, such as ""guiding principle,"" ""support,"" ""counseling,"" and ""treatment,"" resulting in a significant gap in content and a low semantic overlap.","Guiding Principles  Psychological and Emotional Recovery""",True,Dedicated sub-section.
b7db8cd3-47f4-4fa0-84e9-666dd91625f8,8/1/2025 13:50,8/1/2025 13:50,What are the main factors that contribute to a successful recovery?,"Factors include effective decisionmaking and coordination, integration of community recovery planning, well-managed recovery, proactive community engagement, well-administered financial acquisition, organizational flexibility, and resilient rebuilding.","Based on the context provided, successful recovery includes:

*   Careful consideration and clear understanding of eligibility criteria for applicants and activities, match requirements, regulatory reviews, and duplication of benefit policies to maximize the use of resources.
*   Understanding who has access to capital and how to ensure equitable access to financial resources.
*   Considering how funding sources align with community values and priorities.
*   Strong collaboration among diverse sectors fosters collective action and shared investment. All community members, including historically underserved, are engaged.
*   Clear, coordinated long-term goals and priorities drive policy, plans, projects, and programs.
*   Systems thinking is applied to identify and implement solutions, including innovative and transformative solutions and financing models.
*   Performance measurement is robust and outcome-based.",0.873213317,0.572021425,"Based on the context provided, successful recovery depends on the following:

*   Coordination mechanisms and requirements for post-incident assessments, plans, and activities.
*   Outreach methods to reach those in need of recovery assistance.
*   Identifying and incorporating the long-term recovery needs of individuals with disabilities and others with access and functional needs into recovery strategies.
*   Identifying community planning and capacity building issues for recovery.
*   Identifying economic recovery issues.
*   Identifying health and social services issues for recovery.
*   Identifying housing issues for recovery.
*   Identifying infrastructure systems issues for recovery.
*   Identifying natural and cultural resource issues for recovery.
*   Identifying long-term environmental restoration issues.
*   Coordinating with animal welfare and agricultural stakeholders and service providers in long-term community recovery efforts.
*   Understanding risks and taking proactive mitigation steps.
*   Integrating and synchronizing federal and state operations.
",0.844117914,0.534548759,This document does not contain information about the factors that contribute to a successful recovery.,0.76270605,0.472291738,0.572021425,standard,"The BERTScore is low (0.57) because the chatbot's response, while extensive, is a list of recovery issues and coordination points rather than a direct list of ""factors"" that contribute to success, as requested by the ideal answer. This leads to a low semantic overlap, as the chatbot's response focuses more on the ""what"" of recovery (specific issues) rather than the ""how"" (the factors that make it successful).",Achieving Disaster Recovery (Success Factors),True,Listed as summary bullets in the text.
4b47452f-4b21-4055-ab28-548a22db1cc8,8/1/2025 13:50,8/1/2025 13:50,Is pre-disaster planning required?,The NDRF strongly encourages but does not require pre-disaster recovery planning.,"Yes, planning allows systematic risk management to reduce or eliminate risks before disasters strike.",0.760728941,0.549464345,"Yes, planning is fundamental to national preparedness.
",0.756139978,0.488150597,"Yes, planning is a foundational element of the National Preparedness System.",0.770162758,0.493609548,0.549464345,standard,"The BERTScore is low (0.55) because the chatbot's response fails to directly address the key point of the ideal answer, which is that planning is ""encouraged but not required."" While the chatbot correctly identifies that planning is fundamental, it incorrectly implies a requirement (""Yes, planning is fundamental""), leading to a low semantic similarity.","Core Principles  Pre-Disaster Recovery Planning""",True,"The document uses 'encourages', not requires"
9490d562-d493-4b94-b5ee-614561c6d10d,8/1/2025 13:50,8/1/2025 13:50,Who can act as a Local Disaster Recovery Manager (LDRM)?,"The affected local government designates the LDRM to provide a focal point for recovery efforts and liaison with state, tribal, and federal partners.","The provided documents do not mention the role of ""Local Disaster Recovery Manager"".",0.736847847,0.510654211,"This document does not mention who can act as a Local Disaster Recovery Manager.
",0.77557965,0.546409845,This document does not mention who can act as a Local Disaster Recovery Manager (LDRM).,0.82219082,0.561415017,0.561415017,graph,"The BERTScore is average (0.56) because the chatbot's response directly contradicts the ideal answer by stating the document has no information. The ideal answer, in contrast, provides a specific, detailed description of who designates the LDRM and their role. This complete lack of content overlap and the factual inaccuracy of the chatbot's response results in a low semantic similarity.",Executive Summary; Roles and Responsibilities,True,Function described within roles and responsibilities.
720005ae-a24d-4589-ba00-6b918c0fc228,8/1/2025 13:51,8/1/2025 13:51,What is the role of pre-disaster recovery planning?,"Pre-disaster recovery planning can improve the speed and effectiveness of recovery, reduce the magnitude of recovery needs, and strengthen relationships for unified decision-making after an incident.","Recovery plans developed prior to a disaster help jurisdictions identify needs, develop options, implement solutions, direct recovery activities and expedite a unified recovery effort. Pre-incident planning performed in conjunction with community development planning helps establish recovery priorities, incorporate mitigation strategies in the wake of an incident and identify options and changes to consider or implement after an incident.
",0.905749237,0.667005479,"Pre-disaster recovery planning anticipates how to recover from the serious and long-term consequences of disasters. It also complements and integrates with Emergency Operations Plans (EOPs).
",0.903871136,0.620336056,"Experience with large emergencies highlights the need for jurisdictions to anticipate how to recover from the serious and long-term consequences of disasters. Issues such as housing people who are displaced from their homes for long periods of time or rehabilitating the jurisdiction's economy should be considered in the context of incident response plans before an incident occurs. Pre-incident recovery plans and EOPs should complement each other. They should be made interoperable by using consistent terminology and describing an integrated concept of operations.
",0.800617906,0.575883865,0.667005479,standard,"The BERTScore is average (0.66) because the chatbot's response captures the core idea of the ideal answerthat pre-disaster planning helps expedite and unify recovery effortsbut it is missing key details. Specifically, it omits the points about ""reducing the magnitude of recovery needs"" and ""strengthening relationships,"" which lowers the overall semantic similarity.","Guiding Principles  Pre-Disaster Recovery Planning""",True,Clearly described in core principles.
bdd84d9b-707d-425a-ae30-828629b008f4,8/1/2025 13:52,8/1/2025 13:52,Does successful recovery focus only on physical infrastructure restoration?,"No, recovery also includes the continuation or restoration of services critical to supporting physical, emotional, and financial well-being of impacted community members.","No, according to the context, successful recovery includes the timely restoration, strengthening and revitalization of infrastructure, housing, a sustainable economy, as well as the health, social, cultural, historic, and environmental fabric of communities affected by an incident.
",0.892397276,0.650019825,"No, successful recovery does not focus only on physical infrastructure restoration. The document mentions other Recovery Support Functions (RSFs) such as Economic Recovery, Health and Social Services, Community Planning and Capacity Building, Housing, and Natural and Cultural Resources. It also mentions reestablishing essential human services for children and their families, as well as individuals with disabilities and others with access and functional needs.
",0.846719925,0.566664577,"No, successful recovery does not focus only on physical infrastructure restoration. The Recovery Checklist also includes: outreach methods to reach those in need of recovery assistance; identifying long-term recovery needs of individuals with disabilities and others with access and functional needs, and incorporating these needs into recovery strategies; and identifying community planning and capacity building issues.
",0.842709766,0.579969883,0.650019825,standard,"The BERTScore is average (0.65) because the chatbot's response correctly answers ""No"" and provides specific examples of non-physical recovery aspects, such as Economic Recovery and Health and Social Services, which are semantically similar to the ideal answer's focus on ""physical, emotional, and financial well-being."" However, the ideal answer's phrasing is more concise and directly addresses the continuation of ""services,"" while the chatbot provides a list of functions, which slightly reduces the direct content overlap.",Introduction,True,Clearly stated in the executive introduction.
